onset	duration	trial_type	classification	response_time	stimulus	trial_number
206.39999999999992	0.8	0back	true negative	n/a	stimuli/fnb_formB_11.jpg	61.0
207.19999999999993	1.6	fixation	n/a	n/a	stimuli/crosshair.jpg	n/a
208.79999999999993	0.8	0back	true negative	n/a	stimuli/fnb_formB_14.jpg	62.0
209.59999999999994	1.6	fixation	n/a	n/a	stimuli/crosshair.jpg	n/a
211.19999999999993	0.8	0back	true negative	n/a	stimuli/fnb_formB_03.jpg	63.0
211.99999999999994	1.6	fixation	n/a	n/a	stimuli/crosshair.jpg	n/a
213.59999999999994	0.8	0back	true positive	0.4553	stimuli/fnb_formB_19.jpg	64.0
214.39999999999995	1.6	fixation	n/a	n/a	stimuli/crosshair.jpg	n/a
215.99999999999994	0.8	0back	true positive	0.5476	stimuli/fnb_formB_19.jpg	65.0
216.79999999999995	1.6	fixation	n/a	n/a	stimuli/crosshair.jpg	n/a
218.39999999999995	0.8	0back	true negative	n/a	stimuli/fnb_formB_11.jpg	66.0
219.19999999999996	1.6	fixation	n/a	n/a	stimuli/crosshair.jpg	n/a
220.79999999999995	0.8	0back	true negative	n/a	stimuli/fnb_formB_09.jpg	67.0
221.59999999999997	1.6	fixation	n/a	n/a	stimuli/crosshair.jpg	n/a
223.19999999999996	0.8	0back	true negative	n/a	stimuli/fnb_formB_02.jpg	68.0
223.99999999999997	1.6	fixation	n/a	n/a	stimuli/crosshair.jpg	n/a
225.59999999999997	0.8	0back	true negative	n/a	stimuli/fnb_formB_08.jpg	69.0
226.39999999999998	1.6	fixation	n/a	n/a	stimuli/crosshair.jpg	n/a
227.99999999999997	0.8	0back	true negative	n/a	stimuli/fnb_formB_12.jpg	70.0
228.79999999999998	1.6	fixation	n/a	n/a	stimuli/crosshair.jpg	n/a
230.39999999999998	0.8	0back	true positive	0.5541	stimuli/fnb_formB_19.jpg	71.0
231.2	1.6	fixation	n/a	n/a	stimuli/crosshair.jpg	n/a
232.79999999999998	0.8	0back	true negative	n/a	stimuli/fnb_formB_07.jpg	72.0
233.6	1.6	fixation	n/a	n/a	stimuli/crosshair.jpg	n/a
235.2	0.8	0back	true negative	n/a	stimuli/fnb_formB_01.jpg	73.0
236.0	1.6	fixation	n/a	n/a	stimuli/crosshair.jpg	n/a
237.6	0.8	0back	true negative	n/a	stimuli/fnb_formB_18.jpg	74.0
238.4	1.6	fixation	n/a	n/a	stimuli/crosshair.jpg	n/a
240.0	0.8	0back	true positive	0.3668	stimuli/fnb_formB_19.jpg	75.0
240.8	1.6	fixation	n/a	n/a	stimuli/crosshair.jpg	n/a
242.4	0.8	0back	true negative	n/a	stimuli/fnb_formB_06.jpg	76.0
243.20000000000002	1.6	fixation	n/a	n/a	stimuli/crosshair.jpg	n/a
244.8	0.8	0back	true negative	n/a	stimuli/fnb_formB_20.jpg	77.0
245.60000000000002	1.6	fixation	n/a	n/a	stimuli/crosshair.jpg	n/a
247.20000000000002	0.8	0back	true negative	n/a	stimuli/fnb_formB_06.jpg	78.0
